	1416
8003989	1
7885786	4
9494098	1
4546167	9
6049303	8
2130043	1
8733127	1
9689894	5
1855100	84
5163385	33
9651265	4
4272824	1
3006687	793
2085851	1
7748658	3
9675254	22
9690897	8
3383272	1
3853335	1833
2130037	5
5163356	18
3348904	17695
9665899	1
3006693	1489
7734018	3
7048412	2
3031656	1
7871175	1
2203428	89
3515472	3126
3192767	17065
9651259	5
7895106	18
2168695	2639
9675260	6
9699237	51
6573748	30
6597714	1
9832417	3
7048429	7
203648	2
9748616	9
5163362	75
2203434	1435
193832	3
9699220	21
9518514	1
7895112	8
3310327	1
9988183	7
6573754	1
3226526	2988
7748635	20
6597708	4
9651242	17
7871169	5
1625831	1
9689842	20
9748622	1
1870708	5
7132213	1
154200	46
7758007	4
7699227	4
14491	7
4595148	8
7807467	2
3153187	1178
2130095	5
819243	64
3515495	50033
7871198	15
2227417	1
4727348	49
820246	3
7748687	13
6025395	15
7993530	5
4595131	28
7748693	16
9689859	12
7699233	2
384383	3
7871181	1
7807473	1
9748639	2
2130089	1
2634306	21
7710070	1
4727331	156
3867975	136
3623210	2
2129092	6
3564424	7218
6729966	1
7758013	2
7832413	7
3466035	2
9905808	1
9689865	6
6049332	33
6025366	38
7807444	2
6245263	2
8733179	1
2130072	4
4727325	159
7748664	28
3853370	697
14479	9
3564418	4
7748670	24
9748651	3
7699210	5
4727319	1
9689871	7
4595119	1
2130066	13
6284843	13
9651288	1
6284837	44
7968578	3
9807431	1
6050306	30
9528122	1
697202	2
917833	19
3236016	2463
4380235	2
5114926	15
7930050	3
384070	959
2589439	9
7807421	1
3922295	1082
360098	32
4380229	2
3515851	2
2638936	2
193329	1
6642320	19
1880279	1
6157062	27
2140024	20
1277749	2
242832	1
7077968	4
3985887	270
384064	2
5114932	27
7303531	2
384058	125
844382	1
3946278	85
3971247	703
7807438	1
9783446	2
7293672	12
9528139	22
2129695	1
2129689	2
7748581	2
2213504	600
6182002	1
3309502	21
7303560	6
4380212	2
2139009	1
5114949	8
227206	29
3696692	1614
384093	1425
2140047	32
5138909	4
9974198	2
4453721	1
3682081	553
7968644	16
7905063	2
3985864	25
9504127	1
7293689	1
1023411	1
6157079	1
9783417	2
9974181	2
7303554	8
9783423	2
4370886	1
4839544	1
2129672	5
9181919	1
7014399	1
3540814	114
7920689	1
3525223	339
9988770	4
3192796	6455
2638971	4
3261020	19
9518767	3
4717947	3
6039836	18
7920695	1
3682098	252
1914162	2
4331254	7
1263121	1
5138921	432
2213533	926
4717930	1
7675089	12
8013752	1
1855264	9
1870890	11
7968638	8
3525217	231
9504185	1
3501270	2
3525246	34
4369854	1
7699049	1
7533828	1
9543742	1
9783452	2
3814401	7
6039813	5
2614901	1
2140001	66
3501286	1
8904439	1
7699055	1
3922220	125
227241	39
2140018	14
335077	2
3202655	250
6039807	6
1914191	6
9470210	17
5138973	22
3285026	361
311094	67
590361	1
9592769	1
4972378	32
9901199	1
1684101	1277
893386	8
7459351	27
3696634	382
3672668	864
9009497	9
952203	2
2129620	6
2130600	1
2129614	32
9181977	6
2071783	3
4272391	13
9009480	1
712516	1
8772050	3
9010477	1
3261072	146
3696640	652
335054	2
9626646	3
3672651	1
8977409	2
9950134	4
2071777	1
9470233	8
4380293	1
7920666	3
5148316	13
311071	134
9940779	2
2129608	3
9964780	1
9592746	1
4972390	346
9010460	3
9901176	8
3779550	45
9592752	1
3672680	2032
252204	1
3696611	283
7459374	44
4223412	2
3442336	1
9626617	1
193387	5
2071760	3
9901182	1
9010454	1
1601807	1
7459368	87
9940762	6
7616738	170
9950157	2
3814430	5479
9626623	1
4223406	5
9010448	11
3672674	275
6412086	8
712545	20
6147678	8
3456918	266
2129666	11
9964722	2
7303502	3
9470256	26
5148339	15
4536602	4
9612029	2
7920608	2
4438182	1
3417396	1
335025	2
9626675	1
2589474	7
9009451	1
9612012	1
350705	10
2130646	2
952249	1
3515822	13293
9010431	4
7920614	2
5148322	41
311059	8
7459380	22
4512582	1
3672697	965
3696686	1
3779544	846
9010425	5
193370	5
6534441	1
9009445	5
350711	46
7920620	1
3285049	1598
4380258	1
2433602	2
408540	1
9626652	5
9009439	3
5148351	1
9010419	16
9950105	6
335002	3
3696657	116
6607973	7
3299695	6
2129643	12
4438153	1
9528197	1
2129637	37
3456947	1
9612035	1
7920637	1
5148345	6
4536631	1
9964751	1
3755578	380
4380241	2
7885800	1
3442307	121
1420431	1
5187902	2
2071719	1
9009422	26
9940710	21
3608133	86
4272327	84
9651549	1
311131	6
3647736	1139
4512553	2
311125	50
1204800	6
9901118	5
4487039	8
4223398	10
4223381	6
4512547	1
4272310	22
6269329	2
9901124	12
4727259	6
6260989	1
1625771	1
3598133	294
2071814	11
5824266	1
3588778	388
3647713	157
7459411	5
3863411	2
3887423	169
311102	98
4727242	8
9651532	1
2007288	2
2071808	3
7871212	12
4286950	10
4223375	6
6510541	26
2359917	1
7459405	6
2722884	1
9964716	4
3608127	9
7675103	1
4272333	74
3588761	1
4972303	814
276245	181
6510558	235
5148262	3
9891259	2
4727236	5
3358423	16
4223369	3
7871206	2
3672711	4
4487045	1
5824289	1
1106226	1
8992969	4
4272362	6
9940756	6
3309488	67
7171265	3
7171259	5
3696717	177
4913996	318
7871235	23
3657114	1304
2007236	3
4272356	18
9592798	2
5148285	1
3672734	1144
4223346	5
7871229	40
3358400	19
4727294	15
2722826	2
3574173	1676
1723491	1
3657120	115
4272385	38
3143881	1
5187888	2
7459457	8
4727288	1
3838494	636
6123672	1
4487016	10
7871258	1
9915787	2
1131201	1
3310480	3314
7004969	1
3936854	36
4272379	34
6133009	200
7171271	56
7871241	6
9901147	2
3696700	2321
9866310	1
3334434	72
3672757	8
4223323	10
4727271	14
7832353	5
7699144	32
4703218	27
6691212	605
819326	1
350697	5
9817369	11
7871270	11
3310439	938
7748523	56
6980502	6
9842338	1
2213579	301
7004981	2
4331337	32
1552351	5
3985806	10723
7171294	1
9842344	2
7871264	12
1879218	3
9817375	12
7846970	1
4703224	49
1855229	124
7699150	107
2624236	2
7832330	43
3936883	2
5354694	1
516459	1
624203	2
2213585	33
7846964	4
2007207	1
9856955	3
9518862	4
3540760	11
384006	4
3006575	260
3647794	603
9817381	19
1869898	2
8131003	1
9842315	1
1180211	1
3731508	8
7846958	4
6064857	25
3647788	1329
3549100	439
5354688	1
5016520	1
4370917	1
7871287	3
9842321	4
4345983	2
7690798	5
3310445	1
7699109	35
1870826	1
3525186	1
9832966	17
6049237	60
5354636	3
9504239	1
9974092	3
3588755	28161
7930096	4
7014347	4
7807349	29
360052	2
7929093	1
3574115	903
9518804	2
7748569	2
3006517	2
384029	1
6739870	1
6108017	65
600208	1
7675126	1
8723005	4
3961852	682
7748575	1
3153299	285
3647765	1236
7807355	4
3971201	153
4345960	2
9518810	1
4727213	3
384012	1
4286944	1
9083542	1
4262955	1
3608191	936
7014330	1
7846929	1
4487097	1
1870849	2
9832989	2
2022804	1
2614864	1
516494	1
4727207	2
4272304	1
7807326	8
3310416	6397
7690746	13
360075	81
6740838	3
4286915	18
3961875	184
1870832	6
384041	21
3525192	1
7807332	34
9832972	44
1312600	2
1855206	5
1928862	2
384035	168
4286921	42
7014353	1
9494386	3
7748486	148
7807303	26
3731678	2291
3515733	317
917715	465
2178759	2
917709	71
9758595	374
168248	1
7930179	20
4658966	1
418053	1
3804905	185
193200	118
7748492	237
9528010	16
8420010	2
3985769	77
917721	5
384182	1
9107886	1
7303413	4
3491211	1
9817412	78
7930162	15
4619340	1
384176	698
3922160	17
7748463	809
8796197	4
3515756	70
1879388	76
3212145	1
1684041	1
9783529	1
7930191	8
917738	8
2130793	20
4380330	2
4839679	3
3731690	558
227330	2
97092	9
4620337	1
6402550	1
1179171	23
3804928	41
9528027	5
2130787	40
9528033	12
917744	40
4380324	2
9494392	5
7930185	8
7557958	1
1277896	1
4839662	10
3922148	16
384199	183
3515762	377
2129790	59
3804911	234
3946172	150
917750	3
8918973	1
3755609	65
3539745	801
9710370	147
3515779	76
2638853	5
144242	1
3456870	564
168202	5
7930133	37
3118908	396
4620314	2
7582979	2
4839691	1
9518649	1
3525105	21
4658920	1
3828923	142
9988881	1
917767	7
3539739	1
1180151	20
3515785	691
3922125	47
903127	2
3564708	664
8918950	2
3540719	2554
917773	58
4634931	3
2213421	939
697107	1
624120	4
3716029	2071
2937604	7
9998201	1
7930156	19
9543624	1
4438207	1
7268527	2
927101	1
3716035	860
4850008	5
7797409	8
3922102	136
4619328	2
3985781	948
8894451	1
624108	10
9964886	1
3804986	327
917796	12
9528085	7
3456835	1947
2129749	2
3971193	143
4463228	7
8796139	22
9974212	2
3780694	130
3672786	204
5100485	6
2130729	2
2129732	10
7244515	3
8796122	5
4272273	2
6050097	5
5148405	1
7459463	18
9528091	1
9592634	2
3285150	40
5486326	1
1361711	22
9592640	1
252351	1
9470339	185
4438259	1
9974206	2
3780688	242
9940897	1
4463240	2
4438242	1
9009592	3
2129726	4
9470351	42
6050080	1
3285121	404
5148434	1
3080465	1
9901294	3
97011	1
7930110	19
3407883	7
4487217	10
3789005	579
2130706	1
9470345	88
3682112	125
648103	2
7459486	2
2433772	3
97005	10
4815638	1
3672792	118
3971187	171
4727199	5
5692008	8
1635077	14
3261178	11
4438236	1
9009586	3
4213968	5
7929124	56
6534346	2
9470374	34
9009570	1
3828998	975
5148457	2
7920726	4
110906	1
9010566	2
311177	22
2130770	25
9964840	2
193246	80
4453862	579
4213951	3
276357	3
9543682	1
2129784	2
952120	1
589205	1
2433714	1
2129778	11
2130764	56
7920732	1
3716093	1462
3853944	20
648126	1
9250000	1
9470380	14
5148440	1
9543676	2
9602574	2
9009563	2
4213945	6
4609904	1
6534323	1
1023351	19
3055496	19
4394970	1
9494363	2
9470397	4
7919752	1
2130758	4
8796151	1
9010543	2
4463205	2
7920749	1
252368	2
9010537	2
589240	1
2129761	1
9009557	3
2129755	2
2130741	16
3853921	71
2722683	5
252380	58
311160	7
6548940	11
3696781	271
252374	16
3417249	25
1287251	3
9528079	13
4394993	14
3672817	435
9010520	4
7651002	4
3647854	2448
5148374	34
722058	1
4727147	16
9651437	3
2032352	3
9901236	17
9010514	1
4286855	23
4898073	4
9009534	5
8992857	20
4463180	1
3574032	3444
3549086	274
3525097	186
4463197	1
7651019	57
4791725	3
9201036	1
3608268	5699
5148368	4
9901242	6
952172	1
6343801	2
1385663	10
4286861	65
9651420	9
3623894	1
9010508	1
6088757	23
5173337	60
4791719	18
7871301	1
4727130	20
7885970	5
3432929	14
7651025	7
3887305	219
746001	9
9651408	7
3549057	1594
7171124	2
5148397	8
9901213	121
9460950	7
4727124	28
9651414	3
1806314	2
4898096	18
9009511	7
5173320	1
4438199	1
4791702	5
4717798	177
4727118	56
311243	4
9009505	4
3564683	365
3623871	9
5148380	25
4972421	48
4272209	4
3598038	11
6050105	38
7700410	1
6050186	1
7885993	17
8967865	2
4898038	3
8688384	14
2129703	16
2188083	1
9901271	1
4972450	155
4512636	3
3153342	10972
9460967	2
4536565	3
5354599	2
3623842	802
6064751	2
7700427	1
4286890	27
311208	23
5173389	1
6147508	8
4727182	3
9651472	1
4487111	11
8542427	9
3936707	181
4463151	9
3657232	27
8688378	1
1371030	5
7846898	1
6088705	21
9460973	5
4727176	11
9651466	1
3696841	77
6088711	17
3310586	316
8542433	90
360106	48
4463168	4
193192	15
6064768	7
4536588	6
7807289	5
3672881	249
7846881	1
360112	4
2081221	1
6064774	175
4972473	27
7391972	246
6558329	2
3574055	9849
9842479	15
8542404	2
4463174	5
7807295	37
4512607	2
1611071	1
6088728	28
9592657	1
9460996	1
9651443	2
9842485	8
6558335	1
9470316	1
7832235	6
9940839	1
8542410	57
4286884	10
6064780	126
7391966	8
360129	7
4898067	4
4727153	6
5354553	2
3383496	164
7846869	1
6666131	7
7807266	27
7327359	2
1855353	1
7699026	5
24093	11
360135	4
3540665	172
7832229	1
3310557	2360
9758632	1
384101	7811
697053	7
4717746	10
7807272	11
5682636	1
7136843	5
9166200	2
7327365	2
7699032	4
7675043	6
7846852	1
3153371	997
6064722	5
7871382	1
3863380	60
144207	11
48053	31
8688361	2
5354576	1
2213467	2154
7112860	5
384130	2577
6040710	6
7807243	33
8013568	9
7327336	2
7699003	10
2007325	5
384124	8234
3887386	300
1312776	1
7675072	12
7832206	4
9518744	3
9758655	2
48047	34
6808111	2
6196493	9
9651495	1
3564619	163
600125	1
24070	121
8723100	1
4404817	14
6642171	1
7327342	1
7342962	81
6040704	2
360170	3
9518750	1
7675066	9
2937633	1
6808128	1
360164	1
3564602	2324
1527241	820
384118	224
48030	20
7993783	92
3491240	9851
7748440	26
24058	13
4404846	3
3309525	48456
7807220	25
4717781	105
6040779	1
9783630	3
384147	9
4727101	51
600102	4
697099	1
2321205	1
7112854	10
8723123	5
2565539	38
4717775	2
3466271	267
360193	1
7807237	5
3407914	19
917804	2
4619386	2
3275708	52
3310505	448
9901207	39
7748457	10
9842427	1
2140076	24
4658995	1
5354530	2
2614982	31
2140082	11
917810	2
3192974	2300
2565522	2
2541556	1
3309548	5
7807208	30
4561592	1
697076	1
4658989	1
1869970	3
9518709	1
9768010	1
4658972	6
3550014	720
7807214	34
3887357	365
4404852	4
3491234	80
917827	23
5354524	1
384153	29
9783624	4
2614976	20
2140099	2
8879121	2
3275861	2
9592924	6
7327750	11
3731313	81
4369676	1
2130451	3
7929294	3
3236252	222
3696479	803
7533656	4
9528369	48
7787977	1
4355036	1
4394645	13
2129465	13
4355042	1
927406	5
2129459	8
9719098	1
9107768	1
3466590	1545
624054	17
7498799	1
3696485	63
600094	1
7797303	11
8880118	3
4394651	17
7376702	18
8831166	1
9807744	3
3985611	17
2130439	2
7498782	1
4634859	3
9592901	189
4561391	7
4345693	3
472905	2
3236275	61
3769913	4
2129442	20
3961674	1936
2130422	1
9010299	3
7498776	1
3696462	71
3236281	41
2599018	9
600071	2
1938346	11
7797326	8
4839780	1
4888749	10
8831172	1
3745976	1
8894770	1
3706321	1013
4394674	5
4849146	607
9010282	1
9107716	1
3912693	345
9009296	1
9719069	70
3491524	720
6823458	1
2600514	1
4345670	3
4394680	3
9783239	2
3236298	47
1938375	15
3299873	35
9528323	25
8806174	2
8855103	4
771097	2
4331018	1
9964573	1
3491530	1
9010276	7
7930245	5
2129494	4
7929265	4
697001	3
4609896	8
3285204	239
624002	1
9009273	1
3696491	3
648095	6
4791694	1
9783216	10
4370610	1
7929271	1
7787954	1
3804845	338
1938398	14
9528346	1
2129488	6
5100108	3
3985663	1210
2130468	3
3912664	6814
3525476	291
9758282	3
9964596	1
7690485	23
9010253	1
5138708	1
227005	4
193513	1
2129471	5
3887191	199
9009267	1
5100114	1
7968851	1
7919893	3
9494423	1
9009250	2
5138737	1
4815727	1
1033071	42
9010247	2
7459115	9
5100120	2
927470	5
7498718	24
1057031	2
3672421	802
7797378	6
7449795	2
9783274	1
565179	24
7929213	1
3828840	848
3804851	80
3794963	19
8914047	1
8796240	10
9866095	1
9592999	208
9010230	5
97100	17
9651822	1
8615416	1
4727093	1
9000898	23
9010224	3
7498701	14
7474735	40
3971052	535
7459138	9
4839716	2
9797891	1
4512375	139
3995012	13
5100143	2
227057	89
2457850	2
565191	1
3299896	158
3780317	191
7930239	18
7929236	1
3985692	14478
3912635	1146
9009238	6
4727087	3
9783251	3
3794940	1
6221564	1
4791665	3
5138743	2
7474741	2
97123	27
3285256	7
4512369	53
9964550	14
9592976	1
9592982	496
3779320	83
7929242	2
9783268	2
7254206	6
7930222	36
3780300	30
7459121	29
4727070	6
227040	1
9009221	2
8204251	1
565127	37
9010201	10
9651868	55
5187701	1
4839739	2
7171414	1
3696433	25
3672467	214
9651874	2
5100166	6
7797332	9
6558708	1
9000881	22
9009215	3
5163729	2
565133	11
2129413	3
4791642	5
9000869	161
648008	1
9592953	39
9009209	5
3031389	1
5163735	1
9000875	27
3745999	66
2433849	1
648014	2
2129407	10
9592947	9
7303761	1
9651845	22
97175	6
252003	1
8894741	1
3696410	4152
9866043	1
6147483	151
4839751	155
3525401	18
589122	1
565156	6
227092	433
8880101	8
9964515	2
9000846	61
624077	30
7929207	2
5138789	83
97169	5
9709645	1
9592930	3
9651839	2
3672473	692
8615439	2
9000852	58
9964509	1
3696427	1274
4453537	1
565162	7
7832198	1
7616537	1
7797361	2
5163652	1
5618118	2
9866149	1
6343913	1
3344042	71
3814269	723
276038	5
4898191	1
4727029	26
9651791	4
9699734	8
3877850	934
5138683	3
3574380	17
7641570	1
9000823	59
4272557	11
9651779	2
6064679	4
7449826	1
6064685	515
9651785	8
4727012	6
6040696	1
8517381	2
1782051	31
252078	23
9000830	1
4972527	13
9000817	725
7919953	3
3828892	215
9866126	2
4727006	13
7832169	2
9699757	10
8806205	4
2482865	5
3598386	173
7449855	5
9000800	45
7920956	36
6049007	4
3623517	9927
9699740	18
9651762	25
7846792	9
252055	4
4703046	4
3393112	47
565245	12
5897437	3
9856777	1
9661157	5
5163698	1
6064627	120
9748906	39
7846786	59
7014502	1
9866103	1
6064633	1
3838270	598
9470405	2
3358653	391
5173024	4
7449878	6
4727064	6
7797295	10
9856783	2
7376694	12
24101	20
276073	572
9748912	13
9832794	3
2457867	2
9661140	2
6050051	1
8796205	7
276067	1
4727058	3
4972562	1048
3877815	20
5173018	1
7449861	4
3358647	848
2482836	1
9856754	3
9661134	3
5163675	7
9494400	2
7449890	1
2457896	2
9748929	73
252090	3
7665518	3
6064656	2
8517352	8
3417657	2
5163669	6
7895425	1
4223576	2
3838258	420
4727041	13
3853884	573
276050	51
73134	1
819510	1
3779248	104
3863204	278
7920910	1
9748935	42
5163681	6
6064662	22
4727035	27
4972585	125
3877838	59
7449884	3
9748941	18
2178357	477
6040615	18
9661192	1
2541651	1
3006316	94
6343994	4
6040609	11
1879454	1
9856748	3
4849198	1
9748958	22
4321770	2
5173053	2
3863262	58
3310669	641
3887251	192
7787902	2
3358601	30
4561468	1
9748964	11
9832788	19
1180441	1
7376665	16
8831203	1
6064604	48
7738973	2
2130391	1
457248	15
9748970	3
3226880	2280
7846711	1
7376671	30
9856725	1
276096	419
9661163	6
2130385	1
6402969	19
3006345	29
4864795	1
4345747	6
2129399	18
4658883	1
9748987	10
3550385	646
7738996	2
3275826	1032
2976900	1
4888755	3
2193948	120
1855436	13
1938412	19
2168991	5992
3922094	5
6402975	6
6412301	18
9773933	6
7376613	1
9832713	1
3706309	152
9748993	1
4272511	26
6040644	1
2178305	750
9856702	4
3922088	128
6343965	1
9699763	20
1938406	47
2600483	3
4272505	42
9797916	391
4345724	1
9758307	2
4658877	3
6642478	2
9807773	2
9504452	4
3550362	532
8806240	10
7822716	1
9773962	6
3309666	29
6040638	6
4272540	16
6426964	1
9699792	7
4321764	1
1938435	5
4247588	1
9602806	1
9773956	11
3922071	42
457202	61
3550379	2915
4272534	1
2178328	1852
1938429	10
6343988	3
3863285	14
7449803	4
4619280	5
4272528	16
3310646	4567
4345701	1
4306138	1
48113	1
6666444	3
9699786	11
4972504	27
9773985	1
3564909	37
4634753	1
9832802	1
3069848	179
9592806	1
7000094	1
7000095	6
7000093	5
7000097	1
203100	1
3696597	506
7000090	128
9758359	7
3299956	1
9998023	1
7763882	1
2129583	11
3706479	15
4839892	330
3525306	39
9773979	10
7518131	7
9313781	1
4849235	1
9034182	1
8880006	298
3006285	1465
3731448	529
242714	3
203105	1
4839886	326
9758342	3
1938205	1
8013829	1
1928885	1
9950097	3
14901	7
2129577	9
3069825	1060
8880012	955
9528263	2
4888850	106
9758371	1
4658707	158
2129560	14
3031254	71
7748227	40
7533751	1
3540926	63
3525329	78
4849212	2
9504245	1
7748233	5
3525312	91
8880029	25
9773991	2
3731460	178
3310847	51
9758365	2
9998017	1
2600661	2
9783305	4
3540932	336
7787888	2
1493111	2
2129554	12
3912575	175
242743	12
8880035	16
4370745	9
5114843	1
9964685	6
9783357	11
4345799	5
3442477	705
565096	107
9528205	1
7929377	1
5207071	6
3985551	3070
3501381	1
9964691	3
193418	1
3731402	146
9010394	1
4683734	121
8880041	7
9518891	7
7229160	1
7929383	4
6451755	28
227100	909
4683728	54
3525335	186
3299985	715
3887050	113
9783363	3
9528211	1
4683740	188
9504297	1
3045859	8
8880058	2
3985539	178
2130592	2
3647593	1757
3540961	308
4345776	2
3804727	12
3045842	53
4683757	64
3731425	16
227117	8
242737	1
3310801	1589
5207088	10
227123	366
3299962	154
9009385	4
3261379	106
9083128	1
9528234	8
2129502	14
7097043	4
7944974	2
6412175	7
5138855	11
9651704	4
927352	2
565050	9
9010359	3
9602781	1
9651710	2
6162927	9
9783392	1
4982052	510
4223553	2
4438029	2
1287021	15
9950000	1
7929331	2
9009379	2
252109	6
3804733	379
4438012	1
242795	2
9009362	2
5114895	19
7944968	11
9901087	3
2433996	1
3080229	1
5946845	1
7929348	3
6750067	2
4453678	29
7097066	157
9494564	4
5207059	1
9010342	32
2457979	9
4791530	6
3368195	5170
5100261	1
227175	28
9010336	2
6451761	4
9494558	93
4438006	1
565073	163
3202980	1747
8855095	3
7048091	1
9009356	5
5486102	1
3515928	23
4394705	2
9592858	1
2457962	1
7435296	119
4380169	1
97241	7
9901064	4
9925013	1
6451778	14
227169	7
9783386	3
9925018	2
5100278	1
4526911	42
4394711	3
7944980	1
2130534	1
2129548	49
4982098	764
7920962	8
4839857	132
2457910	3
5148210	2
5100284	15
4526928	44
227198	1
2575199	2
5824450	8
9009333	3
8855072	8
5824467	7
5138884	31
4791524	2
4394728	2
2130528	1
9000987	27
6221624	1
5148204	7
2433950	1
276110	2
9010307	2
9009327	2
4839840	494
276104	1614
4394734	4
3442402	19704
712841	6
4791518	2
3501300	943
9000993	61
4526934	13
2129531	32
5476724	1
4982081	167
2129525	73
7944951	16
2130511	2
9964627	1
9651727	1
5148233	4
9626770	1
9651733	9
7930311	3
252121	12
3814128	17301
9009310	2
6510587	1
4526940	3
9964633	1
6162985	3
7303637	3
565038	2
4438035	3
9000964	219
2129519	2
2433973	1
9592812	1
2384619	1
3202939	77
252138	3
9949013	1
4380117	1
9866155	1
3442425	1
4839863	276
9626787	2
4526957	13
7929325	1
6147359	31
9000970	172
9009304	4
1733101	6
4247482	2
9612064	6
9000958	105
7220839	1
4272445	11
3608015	1414
252196	1
6040578	8
276162	46
276156	1
9651673	3
4972651	76
4272439	27
4947682	592
9891101	4
6040584	3
7449950	1
3838117	391
9636030	1
4526963	20
2071702	5
3574262	1
9612058	2
3319191	93154
9651667	19
9901006	34
9000935	58
565104	86
9612087	1
7435327	6
4272468	15
4536306	146
252173	4
3383674	1
9842278	6
276133	40
4972674	511
9626698	2
9000941	627
7449973	3
3574256	166
1601411	1
4526986	5
565110	1
4321847	22
3853720	80
3153514	1
9636024	1
4526992	2
4272451	2
7929408	4
8747371	3
9651638	1
3608009	512
9000929	79
5148144	2
3838100	573
4947653	978
7449967	1
3814157	655
6040555	1
4321830	4
276127	417
9612070	3
4223487	6
6510676	6
3623606	3
9000912	27
9661039	26
4272480	7
4296457	1
119439	1
5173142	16
9901035	8
120425	1
7449996	1
2746927	2
3853789	3
276191	29
4272474	11
9000906	14
9901041	26
120419	2
3780369	2637
4561304	1
3079150	5
7822679	12
4839917	15
3780352	6064
276179	482
9651696	4
9901012	17
3319185	59484
9940609	8
9494512	3
3672645	3522
9024870	1
7000003	1
3853766	2
97206	1
3417522	1444
7822685	12
3794986	1
4272497	4
4839900	337
9901029	14
6040590	20
5173113	1
3838146	1643
4898239	2
4331225	2
3647699	21830
7000010	19
9832883	2
3887127	547
4345871	2
1503045	3
3525269	86
3393069	5192
9832877	2
4370811	8
7376530	3
4331219	1170
7822662	1
8880087	3
3393052	673
3564861	90
1880569	12
9699680	8
4345888	13
6196263	52
6015557	2
7024009	2
7690433	13
4331248	7
8880093	11
7822633	21
4370805	1
3525281	263
9518980	1
4561310	1
3334747	1641
3647676	4237
7690427	19
3540889	518
4247424	3
2213220	51
4898251	2
4345859	1
3045807	232
6681998	1
4898268	2
9661045	1
4331231	1637
2502183	2
7000049	8
7807013	1
3358707	158
3887156	233
3393075	3867
9758402	4
120431	1
3319133	6677
1503051	2
6015534	5
457337	1
4634799	1
7449909	8
3177555	157
7000055	1
3623687	1
6039552	1
6015586	8
7449915	18
3863196	187
9699651	162
3299910	479
3261304	1566
4972616	372
7293749	73
3525298	496
7822627	5
7748210	27
5486088	1
7000061	8
3588867	823
516100	4
4888880	1
3299904	979
4345842	1
9699645	220
9518939	7
7763818	2
8806122	1
7000078	1
2624549	103
4898216	1
4331202	1328
3608038	316
3549258	28
3961527	63
3887104	407
9661097	1
4272422	30
3588850	1
6015563	7
4272416	4
9117028	1
4321882	1
7449938	1
9518945	7
4972639	636
3334701	830
3574210	578
6642389	1
4658742	83
3310770	384
3550250	94
3961510	1346
516123	3
6353426	17
3647624	590
7000087	7
1879514	7
4972622	528
4619162	1
3623670	2904
3574204	2
7449921	5
9699668	1
3613045	10
9906481	1
4473787	1
3882992	448
6654783	2
4434184	3
4458150	35
9681881	7
4218486	1
3652654	37
9739712	1
9681875	6
4914085	446
3436956	186
547106	14
4003774	1
6400479	1
3578188	1023
7522747	8
9642289	2
7546736	2
3613051	93
4458167	265
4473793	5
3941826	1
3412973	10732
9955427	25
4747322	1
1456021	1
7233581	5
9691201	31
199094	3
7571705	2
6111284	13
4747339	5
7522776	12
1001651	8
1000	10
4434161	2
3867337	1
4458173	164
4218463	1
9681898	1
9906469	1
9691230	15
3578165	136
2593949	87
4713990	6
9691218	18
1011	24
7003272	1
7977123	4
6111278	1
3074298	920
1005	1027
993107	1
3676637	2765
4747345	4
9691224	15
2314659	1
199071	1
3882957	29
8870108	2
9666284	2
4928696	13
9740744	1
547141	2
7316427	1
6198894	1
3074281	2441
1014	1
4458115	25
3676666	7
7233552	2
175099	2
4821811	3
4473758	2
3989804	351
547129	2
4458121	3
1877076	9
9740750	1
3338490	438
9666278	6
3882963	250
2001498	1
4821805	10
3867389	1
1028	5
3074275	1
7233546	7
7497268	8
1157471	1
3422322	780
4473764	1
3338461	19490
3686009	228
7522730	3
3676689	2488
1034	4
7233575	16
7497251	31
4821834	2
9029525	2
9749107	14
4434190	1
9740773	1
3231639	539
4458144	287
4473770	1
9666255	4
4928667	13
4821828	1
3867366	138
7233569	23
9739787	45
5135437	1
199059	3
7571763	1
4914033	33
6208718	1
9583397	5
812376	145
9749113	22
9739793	196
1063	44
7786475	3
9906400	4
4517059	1
3711552	155
4713949	10
9377005	1
7091856	743
7438892	1
909816	1
2216158	1053
606004	11
9691299	6
5159432	1
3529178	72174
9750116	1
4365922	1
3892393	467
2001452	57
3735529	3
6135209	3
812382	513
6615116	6
9691282	6
909822	2
4316993	78
2216164	2828
8918648	4
8918631	6
812353	3
2001469	17
9749136	8
1086	63
6615122	17
4640452	17
2216170	712
8869134	2
909839	1
9750139	1
2001475	9
3711581	309
8869128	8
1092	1
7233517	1
9666290	7
9749142	7
2422521	1
3652602	36
7630626	6
9691247	4
9823571	25
9750145	16
9749159	6
3279623	1
126132	14
4458196	27
6135238	129
8869111	2
2216193	387
9906446	1
3711517	139
126126	177
2300054	3
9691253	16
2001417	4
3578142	740
5497519	1
4640446	42
4880179	1
2300048	1
9750151	26
8869105	8
4184511	111
4556680	1
8546514	1
4713978	3
5135495	2
9823565	24
3613068	550
9750168	8
4713961	2
9774134	7
9906423	1
3652631	346
5159455	1
9823594	8
9749171	16
9691276	9
6556307	1
919200	125
9774128	1
3613074	1
126103	287
9750174	4
4218492	1
7786481	25
9847531	3
9749188	151
4713955	10
9823588	21
3529103	11582
6027483	2
920203	1
9774157	5
4831258	4
7076182	4
4389963	5
9750180	3
381350	3
3735475	218
7150754	2
3784410	636
9749194	161
9823654	3
1133401	2
3990799	5
3471384	328
9583405	4
3280543	6778
7076176	8
2133277	193
